MERCADO;PRIORIDAD;THE NOTE;DIENUM;CLIENTE;SOITEM;TEMPER;ALLOY;LEN;FINISH;RUTA;PRENSA;PZS;KG;X;ESTADO;PESO LINEAL;PXP
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T30;2-C.I. ENERGIA SOLAR S.A.;151254-41;T5;6005;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-5;4;15,52;PENDIENTE;;0,625806452;3,88
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T31;2-C.I. ENERGIA SOLAR S.A.;151254-42;T5;6005;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-4;4;48,72;PENDIENTE;;1,964516129;12,18
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B2 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                ;ES-SW340-008;2-C.I. ENERGIA SOLAR S.A.;151252-7;T6;6063;6,2;Duranar Bone White;PINTURA_ASSE;PRENSA 7-3;4;16,24;PENDIENTE;;0,65483871;4,06
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B2 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                ;ES-SW340-009;2-C.I. ENERGIA SOLAR S.A.;151252-6;T6;6063;6,2;Duranar Bone White;PINTURA_ASSE;PRENSA 7-3;4;15,08;PENDIENTE;;0,608064516;3,77
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B2 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                ;ES-SW340-012;2-C.I. ENERGIA SOLAR S.A.;151252-5;T6;6063;6,2;Duranar Bermuda Bronze;PINTURA_ASSE;PRENSA 7-4;4;9,56;PENDIENTE;;0,385483871;2,39
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003237 -> BELLA LUNA-CARTEGENA                                                                                                                                                                             ;ES-T-333    ;2-C.I. ENERGIA SOLAR S.A.;151274-13;T6;6063;5,1;Polycron LG Bronze;PINTURA;PRENSA 7-4;3;19,56;PENDIENTE;;1,278431373;6,52
RETAIL;P5 2025 O ;(en blanco);ES-T-338    ;2-C.I. ENERGIA SOLAR S.A.;151251-109;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;5;55,85;PENDIENTE;;2,190196078;11,17
RETAIL;P5 2025 O ;(en blanco);ES-T-338    ;2-C.I. ENERGIA SOLAR S.A.;151251-119;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 9-2;5;55,85;PENDIENTE;;2,190196078;11,17
RETAIL;P5 2025 O ;(en blanco);ES-T-338    ;2-C.I. ENERGIA SOLAR S.A.;151251-124;T6;6063;5,1;2604 Arcadia Silver;PINTURA;PRENSA 9-2;9;100,53;PENDIENTE;;2,190196078;11,17
RETAIL;P5 2025 O ;(en blanco);ES-T-338    ;2-C.I. ENERGIA SOLAR S.A.;151251-44;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;12;162,96;PENDIENTE;;2,190322581;13,58
RETAIL;P5 2025 O ;(en blanco);ES-T-338    ;2-C.I. ENERGIA SOLAR S.A.;151251-66;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 9-2;18;244,44;PENDIENTE;;2,190322581;13,58
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B3 Proyecto 000000003188 -> COOPIDROGAS BARRANQUILLA                                                                                                                                                                         ;ES-U400D-016;2-C.I. ENERGIA SOLAR S.A.;151281-5;T6;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 7-4;3;16,8;PENDIENTE;;0,903225806;5,6
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B3 Proyecto 000000003188 -> COOPIDROGAS BARRANQUILLA                                                                                                                                                                         ;ES-U400D-017;2-C.I. ENERGIA SOLAR S.A.;151281-11;T5;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 7-4;4;3,44;PENDIENTE;;0,138709677;0,86
CW;P5 2025 O ;OC 868683-E 100 BUILDING A X - Bodega B3 Proyecto 000000003062 -> PROY MENORES Y REPO CW 2024 100 VA Stool trim lvl 12-14                                                                                                                                      ;ESUN8030-233;2-C.I. ENERGIA SOLAR S.A.;151171-2;T5;6063;4,5;Duracron S600 Charcoal Gray;PINTURA;PRENSA 7-2;106;758,96;LIBERADO;;1,591111111;7,16
GMP;P5 2025 O ;OC 868688-E-ENTOURAGE-3-3A-4-5 X - Bodega B3 Proyecto 000000003225 -> ENTOURAGE IN THE SUN-MIAMI                                                                                                                                                               ;ESWW1032-004;2-C.I. ENERGIA SOLAR S.A.;151197-14;T5;6005;6,2;2604 Bone White;PINTURA;PRENSA 9;14;701,4;LIBERADO;;8,080645161;50,1
GMP;P5 2025 O ;OC 868685-E ADDP5 X - Bodega B3 Proyecto 000000002998 -> UH MANOA GREYSTAR -Mililani, HI                                                                                                                                                                       ;ES-WW38-010A;2-C.I. ENERGIA SOLAR S.A.;151187-2;T6;6063;5,1;D.GREEN;PINTURA;PRENSA 7-5;10;57,8;PENDIENTE;;1,133333333;5,78
GMP;P5 2025 O ;OC 868685-E ADDP5 X - Bodega B3 Proyecto 000000002998 -> UH MANOA GREYSTAR -Mililani, HI                                                                                                                                                                       ;ES-WW38-010A;2-C.I. ENERGIA SOLAR S.A.;151187-3;T6;6063;6,2;D.GREEN;PINTURA;PRENSA 7-5;9;63,27;PENDIENTE;;1,133870968;7,03
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003237 -> BELLA LUNA-CARTEGENA                                                                                                                                                                             ;ISC-200-004 ;2-C.I. ENERGIA SOLAR S.A.;151274-5;T6;6063;6,2;Polycron LG Bronze;PINTURA;PRENSA 7-3;3;4,59;PENDIENTE;;0,246774194;1,53
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003186 -> Ed. Santa Marina Etapa 2-Santa marta                                                                                                                                                             ;ISC-200-005 ;2-C.I. ENERGIA SOLAR S.A.;151270-2;T6;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 4;6;11,16;PENDIENTE;;0,3;1,86
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003187 -> RIVIERA PLAZA ETAPA 2-SANTA MARTA                                                                                                                                                                ;ISC-200-005 ;2-C.I. ENERGIA SOLAR S.A.;151271-2;T6;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 4;6;11,16;PENDIENTE;;0,3;1,86
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003237 -> BELLA LUNA-CARTEGENA                                                                                                                                                                             ;ISC-200-005 ;2-C.I. ENERGIA SOLAR S.A.;151274-6;T6;6063;6,2;Polycron LG Bronze;PINTURA;PRENSA 4;5;9,3;PENDIENTE;;0,3;1,86
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003237 -> BELLA LUNA-CARTEGENA                                                                                                                                                                             ;ISC-200-101 ;2-C.I. ENERGIA SOLAR S.A.;151274-7;T6;6063;5,1;Polycron LG Bronze;PINTURA;PRENSA 7-3;3;5,85;PENDIENTE;;0,382352941;1,95
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000002735 -> SIENA-BOGOTA                                                                                                                                                                                     ;ISC-200-102 ;2-C.I. ENERGIA SOLAR S.A.;151266-1;T6;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 4;8;16;PENDIENTE;;0,322580645;2
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003186 -> Ed. Santa Marina Etapa 2-Santa marta                                                                                                                                                             ;ISC-200-102 ;2-C.I. ENERGIA SOLAR S.A.;151270-1;T6;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 4;12;24;PENDIENTE;;0,322580645;2
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003187 -> RIVIERA PLAZA ETAPA 2-SANTA MARTA                                                                                                                                                                ;ISC-200-102 ;2-C.I. ENERGIA SOLAR S.A.;151271-1;T6;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 4;3;6;PENDIENTE;;0,322580645;2
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000002735 -> SIENA-BOGOTA                                                                                                                                                                                     ;ISC-200-104 ;2-C.I. ENERGIA SOLAR S.A.;151266-3;T6;6063;5,1;Clear Anodized class 1;ANODIZADO;PRENSA 5;3;2,82;PENDIENTE;;0,184313725;0,94
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003228 -> POZO GRANDE ETAPA 2-SANTA MARTA                                                                                                                                                                  ;ISC-200-104 ;2-C.I. ENERGIA SOLAR S.A.;151272-1;T6;6063;5,1;Clear Anodized class 1;ANODIZADO;PRENSA 5;4;3,76;PENDIENTE;;0,184313725;0,94
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003231 -> VIVE RIO BARRANQUILLA                                                                                                                                                                            ;ISC-250-001A;2-C.I. ENERGIA SOLAR S.A.;151273-1;T6;6063;5,1;Polycron LG Bronze;PINTURA;PRENSA 4;3;9,57;PENDIENTE;;0,625490196;3,19
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003237 -> BELLA LUNA-CARTEGENA                                                                                                                                                                             ;ISC-250-001A;2-C.I. ENERGIA SOLAR S.A.;151274-10;T6;6063;6,2;Polycron LG Bronze;PINTURA;PRENSA 4;8;31,04;PENDIENTE;;0,625806452;3,88
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003237 -> BELLA LUNA-CARTEGENA                                                                                                                                                                             ;ISC-250-001A;2-C.I. ENERGIA SOLAR S.A.;151274-17;T6;6063;5,1;Polycron LG Bronze;PINTURA;PRENSA 4;5;15,95;PENDIENTE;;0,625490196;3,19
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003041 -> PROY MENORES COLOMBIA 2024                                                                                                                                                                       ;ISC-250-002 ;2-C.I. ENERGIA SOLAR S.A.;151267-2;T6;6063;5,1;Clear Anodized class 1;ANODIZADO;PRENSA 7-3;3;7,83;PENDIENTE;;0,511764706;2,61
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003165 -> SALVADOr BAHIA ETAPA 1-CARTAGENA                                                                                                                                                                 ;ISC-250-002 ;2-C.I. ENERGIA SOLAR S.A.;151269-1;T6;6063;5,4;Clear Anodized class 1;ANODIZADO;PRENSA 7-3;5;13,8;PENDIENTE;;0,511111111;2,76
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003186 -> Ed. Santa Marina Etapa 2-Santa marta                                                                                                                                                             ;ISC-250-002 ;2-C.I. ENERGIA SOLAR S.A.;151270-3;T6;6063;5,1;Clear Anodized class 1;ANODIZADO;PRENSA 7-3;4;10,44;PENDIENTE;;0,511764706;2,61
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003237 -> BELLA LUNA-CARTEGENA                                                                                                                                                                             ;ISC-250-002 ;2-C.I. ENERGIA SOLAR S.A.;151274-3;T6;6063;6,2;Polycron LG Bronze;PINTURA;PRENSA 7-3;9;28,53;PENDIENTE;;0,511290323;3,17
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000002735 -> SIENA-BOGOTA                                                                                                                                                                                     ;ISC-250-003 ;2-C.I. ENERGIA SOLAR S.A.;151266-2;T6;6063;5,1;Clear Anodized class 1;ANODIZADO;PRENSA 7-3;4;10,92;PENDIENTE;;0,535294118;2,73
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B2 Proyecto 000000003237 -> BELLA LUNA-CARTEGENA                                                                                                                                                                             ;ISC-250-003 ;2-C.I. ENERGIA SOLAR S.A.;151274-16;T6;6063;6,2;Polycron LG Bronze;PINTURA;PRENSA 7-3;15;49,8;PENDIENTE;;0,535483871;3,32
